"yearspan","measurename","statecode","countycode","county","state","numerator","denominator","rawvalue","cilow","cihigh","measureid","chrreleaseyear","differflag","trendbreak","fips"
"2012","Air pollution - particulate matter",27,125,"Red Lake","MN",NA,NA,"8.10","","",125,2017,NA,NA,27125
"2013","Air pollution - particulate matter",27,125,"Red Lake","MN",NA,NA,"7.10","","",125,NA,NA,NA,27125
"2014","Air pollution - particulate matter",27,125,"Red Lake","MN",NA,NA,"6.20","","",125,2019,NA,NA,27125
"2015","Air pollution - particulate matter",27,125,"Red Lake","MN",NA,NA,"7.60","","",125,NA,NA,NA,27125
"2016","Air pollution - particulate matter",27,125,"Red Lake","MN",NA,NA,"6.70","","",125,2021,NA,NA,27125
"2017","Air pollution - particulate matter",27,125,"Red Lake","MN",NA,NA,"6.60","","",125,NA,NA,NA,27125
"2018","Air pollution - particulate matter",27,125,"Red Lake","MN",NA,NA,"6.80","","",125,2022,NA,NA,27125
"2019","Air pollution - particulate matter",27,125,"Red Lake","MN",NA,NA,"5.80","","",125,2023,NA,NA,27125
"2002","Air pollution - particulate matter",27,135,"Roseau","MN",NA,NA,"7.50","","",125,NA,1,NA,27135
"2003","Air pollution - particulate matter",27,135,"Roseau","MN",NA,NA,"7.90","","",125,NA,1,NA,27135
"2004","Air pollution - particulate matter",27,135,"Roseau","MN",NA,NA,"7.80","","",125,NA,1,NA,27135
"2005","Air pollution - particulate matter",27,135,"Roseau","MN",NA,NA,"7.90","","",125,NA,1,NA,27135
"2006","Air pollution - particulate matter",27,135,"Roseau","MN",NA,NA,"7.90","","",125,NA,1,NA,27135
"2007","Air pollution - particulate matter",27,135,"Roseau","MN",NA,NA,"7.70","","",125,NA,1,NA,27135
"2008","Air pollution - particulate matter",27,135,"Roseau","MN",NA,NA,"7.90","","",125,2013,1,NA,27135
"2009","Air pollution - particulate matter",27,135,"Roseau","MN",NA,NA,"8.10","","",125,NA,1,NA,27135
"2010","Air pollution - particulate matter",27,135,"Roseau","MN",NA,NA,"8.10","","",125,NA,1,NA,27135
"2011","Air pollution - particulate matter",27,135,"Roseau","MN",NA,NA,"7.60","","",125,2014,1,NA,27135
"2012","Air pollution - particulate matter",27,135,"Roseau","MN",NA,NA,"8.10","","",125,2017,NA,NA,27135
"2013","Air pollution - particulate matter",27,135,"Roseau","MN",NA,NA,"7.20","","",125,NA,NA,NA,27135
"2014","Air pollution - particulate matter",27,135,"Roseau","MN",NA,NA,"6.40","","",125,2019,NA,NA,27135
"2015","Air pollution - particulate matter",27,135,"Roseau","MN",NA,NA,"7.20","","",125,NA,NA,NA,27135
"2016","Air pollution - particulate matter",27,135,"Roseau","MN",NA,NA,"5.80","","",125,2021,NA,NA,27135
"2017","Air pollution - particulate matter",27,135,"Roseau","MN",NA,NA,"6.70","","",125,NA,NA,NA,27135
"2018","Air pollution - particulate matter",27,135,"Roseau","MN",NA,NA,"7.40","","",125,2022,NA,NA,27135
"2019","Air pollution - particulate matter",27,135,"Roseau","MN",NA,NA,"6.00","","",125,2023,NA,NA,27135
"2008","Alcohol-impaired driving deaths",0,0,"United States","US",12309,37423,"0.33","","",134,NA,NA,NA,9
"2009","Alcohol-impaired driving deaths",0,0,"United States","US",11194,33883,"0.33","","",134,NA,NA,NA,9
"2010","Alcohol-impaired driving deaths",0,0,"United States","US",10625,32999,"0.32","","",134,NA,NA,NA,9
"2011","Alcohol-impaired driving deaths",0,0,"United States","US",10186,32479,"0.31","","",134,NA,NA,NA,9
"2012","Alcohol-impaired driving deaths",0,0,"United States","US",10553,33782,"0.31","","",134,NA,NA,NA,9
"2013","Alcohol-impaired driving deaths",0,0,"United States","US",10191,32893,"0.31","","",134,NA,NA,NA,9
"2014","Alcohol-impaired driving deaths",0,0,"United States","US",9747,32744,"0.30","","",134,NA,NA,NA,9
"2015","Alcohol-impaired driving deaths",0,0,"United States","US",10245,35485,"0.29","","",134,NA,NA,NA,9
"2016","Alcohol-impaired driving deaths",0,0,"United States","US",9731,37461,"0.26","","",134,NA,NA,NA,9
"2017","Alcohol-impaired driving deaths",0,0,"United States","US",9733,37133,"0.26","","",134,NA,NA,NA,9
"2018","Alcohol-impaired driving deaths",0,0,"United States","US",9308,36560,"0.25","","",134,NA,NA,NA,9
"2019","Alcohol-impaired driving deaths",0,0,"United States","US",9331,36096,"0.26","","",134,NA,NA,NA,9
"2020","Alcohol-impaired driving deaths",0,0,"United States","US",10261,38824,"0.26","","",134,NA,NA,NA,9
"2021","Alcohol-impaired driving deaths",0,0,"United States","US",11280,42939,"0.26","","",134,NA,NA,NA,9
"2008","Alcohol-impaired driving deaths",27,0,"Minnesota","MN",160,455,"0.35","","",134,NA,NA,NA,99
"2009","Alcohol-impaired driving deaths",27,0,"Minnesota","MN",125,421,"0.30","","",134,NA,NA,NA,99
"2010","Alcohol-impaired driving deaths",27,0,"Minnesota","MN",133,411,"0.32","","",134,NA,NA,NA,99
"2011","Alcohol-impaired driving deaths",27,0,"Minnesota","MN",124,368,"0.34","","",134,NA,NA,NA,99
"2012","Alcohol-impaired driving deaths",27,0,"Minnesota","MN",125,395,"0.32","","",134,NA,NA,NA,99
"2013","Alcohol-impaired driving deaths",27,0,"Minnesota","MN",107,387,"0.28","","",134,NA,NA,NA,99
"2014","Alcohol-impaired driving deaths",27,0,"Minnesota","MN",107,361,"0.30","","",134,NA,NA,NA,99
"2015","Alcohol-impaired driving deaths",27,0,"Minnesota","MN",131,411,"0.32","","",134,NA,NA,NA,99
"2016","Alcohol-impaired driving deaths",27,0,"Minnesota","MN",108,392,"0.28","","",134,NA,NA,NA,99
"2017","Alcohol-impaired driving deaths",27,0,"Minnesota","MN",107,357,"0.30","","",134,NA,NA,NA,99
"2018","Alcohol-impaired driving deaths",27,0,"Minnesota","MN",119,381,"0.31","","",134,NA,NA,NA,99
"2019","Alcohol-impaired driving deaths",27,0,"Minnesota","MN",103,364,"0.28","","",134,NA,NA,NA,99
"2020","Alcohol-impaired driving deaths",27,0,"Minnesota","MN",128,394,"0.32","","",134,NA,NA,NA,99
"2021","Alcohol-impaired driving deaths",27,0,"Minnesota","MN",136,488,"0.28","","",134,NA,NA,NA,99
"2008","Alcohol-impaired driving deaths",27,69,"Kittson","MN",NA,NA,"","","",134,NA,NA,NA,27069
"2009","Alcohol-impaired driving deaths",27,69,"Kittson","MN",NA,NA,"","","",134,NA,NA,NA,27069
"2010","Alcohol-impaired driving deaths",27,69,"Kittson","MN",1,1,"1.00","","",134,NA,NA,NA,27069
"2011","Alcohol-impaired driving deaths",27,69,"Kittson","MN",1,1,"1.00","","",134,NA,NA,NA,27069
"2012","Alcohol-impaired driving deaths",27,69,"Kittson","MN",0,1,"0.00","","",134,NA,NA,NA,27069
"2013","Alcohol-impaired driving deaths",27,69,"Kittson","MN",2,2,"1.00","","",134,NA,NA,NA,27069
"2014","Alcohol-impaired driving deaths",27,69,"Kittson","MN",NA,NA,"","","",134,NA,NA,NA,27069
"2015","Alcohol-impaired driving deaths",27,69,"Kittson","MN",NA,NA,"","","",134,NA,NA,NA,27069
"2016","Alcohol-impaired driving deaths",27,69,"Kittson","MN",NA,NA,"","","",134,NA,NA,NA,27069
"2017","Alcohol-impaired driving deaths",27,69,"Kittson","MN",NA,NA,"","","",134,NA,NA,NA,27069
"2018","Alcohol-impaired driving deaths",27,69,"Kittson","MN",1,1,"1.00","","",134,NA,NA,NA,27069
"2019","Alcohol-impaired driving deaths",27,69,"Kittson","MN",NA,NA,"","","",134,NA,NA,NA,27069
"2020","Alcohol-impaired driving deaths",27,69,"Kittson","MN",NA,NA,"","","",134,NA,NA,NA,27069
"2021","Alcohol-impaired driving deaths",27,69,"Kittson","MN",NA,NA,"","","",134,NA,NA,NA,27069
"2008","Alcohol-impaired driving deaths",27,89,"Marshall","MN",NA,NA,"","","",134,NA,NA,NA,27089
"2009","Alcohol-impaired driving deaths",27,89,"Marshall","MN",1,1,"1.00","","",134,NA,NA,NA,27089
"2010","Alcohol-impaired driving deaths",27,89,"Marshall","MN",2,3,"0.67","","",134,NA,NA,NA,27089
"2011","Alcohol-impaired driving deaths",27,89,"Marshall","MN",1,1,"1.00","","",134,NA,NA,NA,27089
"2012","Alcohol-impaired driving deaths",27,89,"Marshall","MN",0,2,"0.00","","",134,NA,NA,NA,27089
"2013","Alcohol-impaired driving deaths",27,89,"Marshall","MN",1,1,"1.00","","",134,NA,NA,NA,27089
"2014","Alcohol-impaired driving deaths",27,89,"Marshall","MN",0,1,"0.00","","",134,NA,NA,NA,27089
"2015","Alcohol-impaired driving deaths",27,89,"Marshall","MN",1,1,"1.00","","",134,NA,NA,NA,27089
"2016","Alcohol-impaired driving deaths",27,89,"Marshall","MN",1,3,"0.33","","",134,NA,NA,NA,27089
"2017","Alcohol-impaired driving deaths",27,89,"Marshall","MN",NA,NA,"","","",134,NA,NA,NA,27089
"2018","Alcohol-impaired driving deaths",27,89,"Marshall","MN",0,4,"0.00","","",134,NA,NA,NA,27089
"2019","Alcohol-impaired driving deaths",27,89,"Marshall","MN",0,2,"0.00","","",134,NA,NA,NA,27089
"2020","Alcohol-impaired driving deaths",27,89,"Marshall","MN",1,2,"0.50","","",134,NA,NA,NA,27089
"2021","Alcohol-impaired driving deaths",27,89,"Marshall","MN",0,1,"0.00","","",134,NA,NA,NA,27089
"2008","Alcohol-impaired driving deaths",27,113,"Pennington","MN",3,4,"0.75","","",134,NA,NA,NA,27113
"2009","Alcohol-impaired driving deaths",27,113,"Pennington","MN",1,2,"0.50","","",134,NA,NA,NA,27113
"2010","Alcohol-impaired driving deaths",27,113,"Pennington","MN",1,2,"0.50","","",134,NA,NA,NA,27113
"2011","Alcohol-impaired driving deaths",27,113,"Pennington","MN",0,1,"0.00","","",134,NA,NA,NA,27113
"2012","Alcohol-impaired driving deaths",27,113,"Pennington","MN",0,2,"0.00","","",134,NA,NA,NA,27113
"2013","Alcohol-impaired driving deaths",27,113,"Pennington","MN",NA,NA,"","","",134,NA,NA,NA,27113
"2014","Alcohol-impaired driving deaths",27,113,"Pennington","MN",0,1,"0.00","","",134,NA,NA,NA,27113
"2015","Alcohol-impaired driving deaths",27,113,"Pennington","MN",1,3,"0.33","","",134,NA,NA,NA,27113
"2016","Alcohol-impaired driving deaths",27,113,"Pennington","MN",0,5,"0.00","","",134,NA,NA,NA,27113
"2017","Alcohol-impaired driving deaths",27,113,"Pennington","MN",0,2,"0.00","","",134,NA,NA,NA,27113
"2018","Alcohol-impaired driving deaths",27,113,"Pennington","MN",NA,NA,"","","",134,NA,NA,NA,27113
"2019","Alcohol-impaired driving deaths",27,113,"Pennington","MN",1,1,"1.00","","",134,NA,NA,NA,27113
"2020","Alcohol-impaired driving deaths",27,113,"Pennington","MN",0,2,"0.00","","",134,NA,NA,NA,27113
"2021","Alcohol-impaired driving deaths",27,113,"Pennington","MN",1,2,"0.50","","",134,NA,NA,NA,27113
"2008","Alcohol-impaired driving deaths",27,125,"Red Lake","MN",1,1,"1.00","","",134,NA,NA,NA,27125
"2009","Alcohol-impaired driving deaths",27,125,"Red Lake","MN",NA,NA,"","","",134,NA,NA,NA,27125
"2010","Alcohol-impaired driving deaths",27,125,"Red Lake","MN",1,2,"0.50","","",134,NA,NA,NA,27125
"2011","Alcohol-impaired driving deaths",27,125,"Red Lake","MN",2,2,"1.00","","",134,NA,NA,NA,27125
"2012","Alcohol-impaired driving deaths",27,125,"Red Lake","MN",0,1,"0.00","","",134,NA,NA,NA,27125
"2013","Alcohol-impaired driving deaths",27,125,"Red Lake","MN",NA,NA,"","","",134,NA,NA,NA,27125
"2014","Alcohol-impaired driving deaths",27,125,"Red Lake","MN",NA,NA,"","","",134,NA,NA,NA,27125
"2015","Alcohol-impaired driving deaths",27,125,"Red Lake","MN",NA,NA,"","","",134,NA,NA,NA,27125
"2016","Alcohol-impaired driving deaths",27,125,"Red Lake","MN",NA,NA,"","","",134,NA,NA,NA,27125
"2017","Alcohol-impaired driving deaths",27,125,"Red Lake","MN",NA,NA,"","","",134,NA,NA,NA,27125
"2018","Alcohol-impaired driving deaths",27,125,"Red Lake","MN",1,1,"1.00","","",134,NA,NA,NA,27125
"2019","Alcohol-impaired driving deaths",27,125,"Red Lake","MN",NA,NA,"","","",134,NA,NA,NA,27125
"2020","Alcohol-impaired driving deaths",27,125,"Red Lake","MN",NA,NA,"","","",134,NA,NA,NA,27125
"2021","Alcohol-impaired driving deaths",27,125,"Red Lake","MN",0,2,"0.00","","",134,NA,NA,NA,27125
"2008","Alcohol-impaired driving deaths",27,135,"Roseau","MN",1,1,"1.00","","",134,NA,NA,NA,27135
"2009","Alcohol-impaired driving deaths",27,135,"Roseau","MN",0,1,"0.00","","",134,NA,NA,NA,27135
"2010","Alcohol-impaired driving deaths",27,135,"Roseau","MN",0,1,"0.00","","",134,NA,NA,NA,27135
"2011","Alcohol-impaired driving deaths",27,135,"Roseau","MN",2,2,"1.00","","",134,NA,NA,NA,27135
"2012","Alcohol-impaired driving deaths",27,135,"Roseau","MN",1,2,"0.50","","",134,NA,NA,NA,27135
"2013","Alcohol-impaired driving deaths",27,135,"Roseau","MN",0,1,"0.00","","",134,NA,NA,NA,27135
"2014","Alcohol-impaired driving deaths",27,135,"Roseau","MN",2,6,"0.33","","",134,NA,NA,NA,27135
"2015","Alcohol-impaired driving deaths",27,135,"Roseau","MN",NA,NA,"","","",134,NA,NA,NA,27135
"2016","Alcohol-impaired driving deaths",27,135,"Roseau","MN",1,1,"1.00","","",134,NA,NA,NA,27135
"2017","Alcohol-impaired driving deaths",27,135,"Roseau","MN",0,2,"0.00","","",134,NA,NA,NA,27135
"2018","Alcohol-impaired driving deaths",27,135,"Roseau","MN",0,2,"0.00","","",134,NA,NA,NA,27135
"2019","Alcohol-impaired driving deaths",27,135,"Roseau","MN",NA,NA,"","","",134,NA,NA,NA,27135
"2020","Alcohol-impaired driving deaths",27,135,"Roseau","MN",0,1,"0.00","","",134,NA,NA,NA,27135
"2021","Alcohol-impaired driving deaths",27,135,"Roseau","MN",0,1,"0.00","","",134,NA,NA,NA,27135
"2012","Flu vaccinations",0,0,"United States","US",NA,NA,"0.44","","",155,NA,NA,NA,9
"2013","Flu vaccinations",0,0,"United States","US",NA,NA,"0.45","","",155,NA,NA,NA,9
"2014","Flu vaccinations",0,0,"United States","US",NA,NA,"0.46","","",155,NA,NA,NA,9
"2015","Flu vaccinations",0,0,"United States","US",NA,NA,"0.44","","",155,NA,NA,NA,9
"2016","Flu vaccinations",0,0,"United States","US",NA,NA,"0.45","","",155,2019,NA,NA,9
"2017","Flu vaccinations",0,0,"United States","US",NA,NA,"0.46","","",155,2020,NA,NA,9
"2018","Flu vaccinations",0,0,"United States","US",NA,NA,"0.48","","",155,2021,NA,NA,9
"2019","Flu vaccinations",0,0,"United States","US",NA,NA,"0.48","","",155,2022,NA,NA,9
"2020","Flu vaccinations",0,0,"United States","US",NA,NA,"0.51","","",155,2023,NA,NA,9
"2021","Flu vaccinations",0,0,"United States","US",NA,NA,"0.46","","",155,2024,NA,NA,9
"2012","Flu vaccinations",27,0,"Minnesota","MN",NA,NA,"0.51","","",155,NA,NA,NA,99
"2013","Flu vaccinations",27,0,"Minnesota","MN",NA,NA,"0.51","","",155,NA,NA,NA,99
"2014","Flu vaccinations",27,0,"Minnesota","MN",NA,NA,"0.50","","",155,NA,NA,NA,99
"2015","Flu vaccinations",27,0,"Minnesota","MN",NA,NA,"0.47","","",155,NA,NA,NA,99
"2016","Flu vaccinations",27,0,"Minnesota","MN",NA,NA,"0.49","","",155,2019,NA,NA,99
"2017","Flu vaccinations",27,0,"Minnesota","MN",NA,NA,"0.50","","",155,2020,NA,NA,99
"2018","Flu vaccinations",27,0,"Minnesota","MN",NA,NA,"0.50","","",155,2021,NA,NA,99
"2019","Flu vaccinations",27,0,"Minnesota","MN",NA,NA,"0.55","","",155,2022,NA,NA,99
"2020","Flu vaccinations",27,0,"Minnesota","MN",NA,NA,"0.57","","",155,2023,NA,NA,99
"2021","Flu vaccinations",27,0,"Minnesota","MN",NA,NA,"0.53","","",155,2024,NA,NA,99
"2012","Flu vaccinations",27,69,"Kittson","MN",NA,NA,"0.17","","",155,NA,NA,NA,27069
"2013","Flu vaccinations",27,69,"Kittson","MN",NA,NA,"0.17","","",155,NA,NA,NA,27069
"2014","Flu vaccinations",27,69,"Kittson","MN",NA,NA,"0.21","","",155,NA,NA,NA,27069
"2015","Flu vaccinations",27,69,"Kittson","MN",NA,NA,"0.18","","",155,NA,NA,NA,27069
"2016","Flu vaccinations",27,69,"Kittson","MN",NA,NA,"0.21","","",155,2019,NA,NA,27069
"2017","Flu vaccinations",27,69,"Kittson","MN",NA,NA,"0.29","","",155,2020,NA,NA,27069
"2018","Flu vaccinations",27,69,"Kittson","MN",NA,NA,"0.28","","",155,2021,NA,NA,27069
"2019","Flu vaccinations",27,69,"Kittson","MN",NA,NA,"0.24","","",155,2022,NA,NA,27069
"2020","Flu vaccinations",27,69,"Kittson","MN",NA,NA,"0.25","","",155,2023,NA,NA,27069
"2021","Flu vaccinations",27,69,"Kittson","MN",NA,NA,"0.21","","",155,2024,NA,NA,27069
"2012","Flu vaccinations",27,89,"Marshall","MN",NA,NA,"0.51","","",155,NA,NA,NA,27089
"2013","Flu vaccinations",27,89,"Marshall","MN",NA,NA,"0.48","","",155,NA,NA,NA,27089
"2014","Flu vaccinations",27,89,"Marshall","MN",NA,NA,"0.50","","",155,NA,NA,NA,27089
"2015","Flu vaccinations",27,89,"Marshall","MN",NA,NA,"0.46","","",155,NA,NA,NA,27089
"2016","Flu vaccinations",27,89,"Marshall","MN",NA,NA,"0.49","","",155,2019,NA,NA,27089
"2017","Flu vaccinations",27,89,"Marshall","MN",NA,NA,"0.47","","",155,2020,NA,NA,27089
"2018","Flu vaccinations",27,89,"Marshall","MN",NA,NA,"0.46","","",155,2021,NA,NA,27089
"2019","Flu vaccinations",27,89,"Marshall","MN",NA,NA,"0.50","","",155,2022,NA,NA,27089
"2020","Flu vaccinations",27,89,"Marshall","MN",NA,NA,"0.49","","",155,2023,NA,NA,27089
"2021","Flu vaccinations",27,89,"Marshall","MN",NA,NA,"0.43","","",155,2024,NA,NA,27089
"2012","Flu vaccinations",27,113,"Pennington","MN",NA,NA,"0.52","","",155,NA,NA,NA,27113
"2013","Flu vaccinations",27,113,"Pennington","MN",NA,NA,"0.55","","",155,NA,NA,NA,27113
"2014","Flu vaccinations",27,113,"Pennington","MN",NA,NA,"0.54","","",155,NA,NA,NA,27113
"2015","Flu vaccinations",27,113,"Pennington","MN",NA,NA,"0.49","","",155,NA,NA,NA,27113
"2016","Flu vaccinations",27,113,"Pennington","MN",NA,NA,"0.49","","",155,2019,NA,NA,27113
"2017","Flu vaccinations",27,113,"Pennington","MN",NA,NA,"0.49","","",155,2020,NA,NA,27113
"2018","Flu vaccinations",27,113,"Pennington","MN",NA,NA,"0.47","","",155,2021,NA,NA,27113
"2019","Flu vaccinations",27,113,"Pennington","MN",NA,NA,"0.54","","",155,2022,NA,NA,27113
"2020","Flu vaccinations",27,113,"Pennington","MN",NA,NA,"0.56","","",155,2023,NA,NA,27113
"2021","Flu vaccinations",27,113,"Pennington","MN",NA,NA,"0.51","","",155,2024,NA,NA,27113
"2012","Flu vaccinations",27,125,"Red Lake","MN",NA,NA,"0.42","","",155,NA,NA,NA,27125
"2013","Flu vaccinations",27,125,"Red Lake","MN",NA,NA,"0.41","","",155,NA,NA,NA,27125
"2014","Flu vaccinations",27,125,"Red Lake","MN",NA,NA,"0.38","","",155,NA,NA,NA,27125
"2015","Flu vaccinations",27,125,"Red Lake","MN",NA,NA,"0.34","","",155,NA,NA,NA,27125
"2016","Flu vaccinations",27,125,"Red Lake","MN",NA,NA,"0.31","","",155,2019,NA,NA,27125
"2017","Flu vaccinations",27,125,"Red Lake","MN",NA,NA,"0.35","","",155,2020,NA,NA,27125
"2018","Flu vaccinations",27,125,"Red Lake","MN",NA,NA,"0.33","","",155,2021,NA,NA,27125
"2019","Flu vaccinations",27,125,"Red Lake","MN",NA,NA,"0.52","","",155,2022,NA,NA,27125
"2020","Flu vaccinations",27,125,"Red Lake","MN",NA,NA,"0.58","","",155,2023,NA,NA,27125
"2021","Flu vaccinations",27,125,"Red Lake","MN",NA,NA,"0.50","","",155,2024,NA,NA,27125
"2012","Flu vaccinations",27,135,"Roseau","MN",NA,NA,"0.42","","",155,NA,NA,NA,27135
"2013","Flu vaccinations",27,135,"Roseau","MN",NA,NA,"0.43","","",155,NA,NA,NA,27135
"2014","Flu vaccinations",27,135,"Roseau","MN",NA,NA,"0.45","","",155,NA,NA,NA,27135
"2015","Flu vaccinations",27,135,"Roseau","MN",NA,NA,"0.41","","",155,NA,NA,NA,27135
"2016","Flu vaccinations",27,135,"Roseau","MN",NA,NA,"0.46","","",155,2019,NA,NA,27135
"2017","Flu vaccinations",27,135,"Roseau","MN",NA,NA,"0.48","","",155,2020,NA,NA,27135
"2018","Flu vaccinations",27,135,"Roseau","MN",NA,NA,"0.50","","",155,2021,NA,NA,27135
"2019","Flu vaccinations",27,135,"Roseau","MN",NA,NA,"0.58","","",155,2022,NA,NA,27135
"2020","Flu vaccinations",27,135,"Roseau","MN",NA,NA,"0.60","","",155,2023,NA,NA,27135
"2021","Flu vaccinations",27,135,"Roseau","MN",NA,NA,"0.53","","",155,2024,NA,NA,27135
"2010","School funding",0,0,"United States","US",NA,NA,"1,141.35","","",169,NA,NA,NA,9
"2011","School funding",0,0,"United States","US",NA,NA,"862.90","","",169,NA,NA,NA,9
"2012","School funding",0,0,"United States","US",NA,NA,"617.17","","",169,NA,NA,NA,9
"2013","School funding",0,0,"United States","US",NA,NA,"387.33","","",169,NA,NA,NA,9
"2014","School funding",0,0,"United States","US",NA,NA,"355.83","","",169,NA,NA,NA,9
"2015","School funding",0,0,"United States","US",NA,NA,"461.05","","",169,NA,NA,NA,9
"2016","School funding",0,0,"United States","US",NA,NA,"432.49","","",169,NA,NA,NA,9
"2017","School funding",0,0,"United States","US",NA,NA,"502.46","","",169,NA,NA,NA,9
"2018","School funding",0,0,"United States","US",NA,NA,"500.20","","",169,NA,NA,NA,9
"2019","School funding",0,0,"United States","US",NA,NA,"735.09","","",169,NA,NA,NA,9
"2020","School funding",0,0,"United States","US",NA,NA,"836.47","","",169,NA,NA,NA,9
"2021","School funding",0,0,"United States","US",NA,NA,"634.04","","",169,2024,NA,NA,9
"2010","School funding",27,0,"Minnesota","MN",NA,NA,"1,381.84","","",169,NA,NA,NA,99
"2011","School funding",27,0,"Minnesota","MN",NA,NA,"1,277.93","","",169,NA,NA,NA,99
"2012","School funding",27,0,"Minnesota","MN",NA,NA,"1,096.34","","",169,NA,NA,NA,99
"2013","School funding",27,0,"Minnesota","MN",NA,NA,"1,307.88","","",169,NA,NA,NA,99
"2014","School funding",27,0,"Minnesota","MN",NA,NA,"884.13","","",169,NA,NA,NA,99
"2015","School funding",27,0,"Minnesota","MN",NA,NA,"1,326.90","","",169,NA,NA,NA,99
"2016","School funding",27,0,"Minnesota","MN",NA,NA,"1,454.86","","",169,NA,NA,NA,99
"2017","School funding",27,0,"Minnesota","MN",NA,NA,"1,475.23","","",169,NA,NA,NA,99
"2018","School funding",27,0,"Minnesota","MN",NA,NA,"1,463.82","","",169,NA,NA,NA,99
"2019","School funding",27,0,"Minnesota","MN",NA,NA,"1,524.10","","",169,NA,NA,NA,99
"2020","School funding",27,0,"Minnesota","MN",NA,NA,"1,714.48","","",169,NA,NA,NA,99
"2021","School funding",27,0,"Minnesota","MN",NA,NA,"1,501.71","","",169,2024,NA,NA,99
"2010","School funding",27,69,"Kittson","MN",NA,NA,"2,551.57","","",169,NA,NA,NA,27069
"2011","School funding",27,69,"Kittson","MN",NA,NA,"2,291.42","","",169,NA,NA,NA,27069
"2012","School funding",27,69,"Kittson","MN",NA,NA,"2,181.12","","",169,NA,NA,NA,27069
"2013","School funding",27,69,"Kittson","MN",NA,NA,"1,747.70","","",169,NA,NA,NA,27069
"2014","School funding",27,69,"Kittson","MN",NA,NA,"2,309.23","","",169,NA,NA,NA,27069
"2015","School funding",27,69,"Kittson","MN",NA,NA,"1,488.61","","",169,NA,NA,NA,27069
"2016","School funding",27,69,"Kittson","MN",NA,NA,"1,655.50","","",169,NA,NA,NA,27069
"2017","School funding",27,69,"Kittson","MN",NA,NA,"2,701.15","","",169,NA,NA,NA,27069
"2018","School funding",27,69,"Kittson","MN",NA,NA,"-194.16","","",169,NA,NA,NA,27069
"2019","School funding",27,69,"Kittson","MN",NA,NA,"2,512.48","","",169,NA,NA,NA,27069
"2020","School funding",27,69,"Kittson","MN",NA,NA,"2,192.32","","",169,NA,NA,NA,27069
"2021","School funding",27,69,"Kittson","MN",NA,NA,"2,915.04","","",169,2024,NA,NA,27069
"2010","School funding",27,89,"Marshall","MN",NA,NA,"3,919.20","","",169,NA,NA,NA,27089
"2011","School funding",27,89,"Marshall","MN",NA,NA,"4,303.75","","",169,NA,NA,NA,27089
"2012","School funding",27,89,"Marshall","MN",NA,NA,"3,883.66","","",169,NA,NA,NA,27089
"2013","School funding",27,89,"Marshall","MN",NA,NA,"4,594.56","","",169,NA,NA,NA,27089
"2014","School funding",27,89,"Marshall","MN",NA,NA,"4,907.25","","",169,NA,NA,NA,27089
"2015","School funding",27,89,"Marshall","MN",NA,NA,"4,957.20","","",169,NA,NA,NA,27089
"2016","School funding",27,89,"Marshall","MN",NA,NA,"4,472.26","","",169,NA,NA,NA,27089
"2017","School funding",27,89,"Marshall","MN",NA,NA,"5,102.86","","",169,NA,NA,NA,27089
"2018","School funding",27,89,"Marshall","MN",NA,NA,"5,625.33","","",169,NA,NA,NA,27089
"2019","School funding",27,89,"Marshall","MN",NA,NA,"5,022.69","","",169,NA,NA,NA,27089
"2020","School funding",27,89,"Marshall","MN",NA,NA,"5,725.39","","",169,NA,NA,NA,27089
"2021","School funding",27,89,"Marshall","MN",NA,NA,"5,684.80","","",169,2024,NA,NA,27089
"2010","School funding",27,113,"Pennington","MN",NA,NA,"3,384.10","","",169,NA,NA,NA,27113
"2011","School funding",27,113,"Pennington","MN",NA,NA,"2,772.70","","",169,NA,NA,NA,27113
"2012","School funding",27,113,"Pennington","MN",NA,NA,"2,519.85","","",169,NA,NA,NA,27113
"2013","School funding",27,113,"Pennington","MN",NA,NA,"3,355.34","","",169,NA,NA,NA,27113
"2014","School funding",27,113,"Pennington","MN",NA,NA,"3,688.90","","",169,NA,NA,NA,27113
"2015","School funding",27,113,"Pennington","MN",NA,NA,"2,511.98","","",169,NA,NA,NA,27113
"2016","School funding",27,113,"Pennington","MN",NA,NA,"3,042.33","","",169,NA,NA,NA,27113
"2017","School funding",27,113,"Pennington","MN",NA,NA,"3,091.73","","",169,NA,NA,NA,27113
"2018","School funding",27,113,"Pennington","MN",NA,NA,"3,473.42","","",169,NA,NA,NA,27113
"2019","School funding",27,113,"Pennington","MN",NA,NA,"3,368.56","","",169,NA,NA,NA,27113
"2020","School funding",27,113,"Pennington","MN",NA,NA,"3,590.53","","",169,NA,NA,NA,27113
"2021","School funding",27,113,"Pennington","MN",NA,NA,"2,560.77","","",169,2024,NA,NA,27113
"2010","School funding",27,125,"Red Lake","MN",NA,NA,"3,288.51","","",169,NA,NA,NA,27125
"2011","School funding",27,125,"Red Lake","MN",NA,NA,"2,994.42","","",169,NA,NA,NA,27125
"2012","School funding",27,125,"Red Lake","MN",NA,NA,"3,707.59","","",169,NA,NA,NA,27125
"2013","School funding",27,125,"Red Lake","MN",NA,NA,"4,191.48","","",169,NA,NA,NA,27125
"2014","School funding",27,125,"Red Lake","MN",NA,NA,"4,175.61","","",169,NA,NA,NA,27125
"2015","School funding",27,125,"Red Lake","MN",NA,NA,"4,197.49","","",169,NA,NA,NA,27125
